category,food_type,manufacturer,product,description,upc,delivered_price,delivered_case_price,price_per_unit,price_per_oz,pack_size_raw,cases_per_pallet,lead_time_days,min_pallet_qty,mixed_pallet,available,has_promo,main_category,sub_category,product_id,product_url
Prepared & Ethnic Foods,Food,Pick 5,Pick 5 Pepperoni Pizza Rolls. 45ct,Pepperoni Pizza Rolls,51933310520,2001.48,38.49,4.28,0.19,9/22.5 oz,52,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Frozen, Meat & Seafood, Prepared & Ethnic Foods",598810,https://epallet.com/product/pick-5-pick-5-pepperoni-pizza-rolls-45ct-598810
Prepared & Ethnic Foods,Food,Pick 5,Pick 5 Shrimp Poppers,Shrimp Poppers,51933305892,3242.20,62.35,5.20,0.43,12/12 oz,52,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Frozen, Meat & Seafood, Prepared & Ethnic Foods",598809,https://epallet.com/product/pick-5-pick-5-shrimp-poppers-598809
Prepared & Ethnic Foods,Food,Pick 5,Pick 5 Mini Corn Dogs,Mini Corn Dogs,51933339347,1654.56,34.47,5.74,0.29,6/20.1 oz,48,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Frozen, Meat & Seafood, Prepared & Ethnic Foods",598808,https://epallet.com/product/pick-5-pick-5-mini-corn-dogs-598808
Prepared & Ethnic Foods,Food,Save Today,Save Today Sausage & Pepperoni Pizza,Sausage & Pepperoni Pizza,051933399525,2134.80,23.72,1.48,0.29,16/5.2 oz,90,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Frozen, Prepared & Ethnic Foods, Ready to Eat Meals",598630,https://epallet.com/product/save-today-save-today-sausage-pepperoni-pizza-598630
Prepared & Ethnic Foods,Food,Save Today,Save Today Supreme Pizza,Supreme Pizza,051933399518,2134.80,23.72,1.48,0.29,16/5.2 oz,90,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Frozen, Prepared & Ethnic Foods, Ready to Eat Meals",598629,https://epallet.com/product/save-today-save-today-supreme-pizza-598629
Prepared & Ethnic Foods,Food,Save Today,Save Today Pepperoni Pizza,Pepperoni Pizza,051933399495,2134.80,23.72,1.48,0.29,16/5.2 oz,90,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Frozen, Prepared & Ethnic Foods, Ready to Eat Meals",598628,https://epallet.com/product/save-today-save-today-pepperoni-pizza-598628
Prepared & Ethnic Foods,Food,Tio Santi,Tio Santi White Corn Tortillas,White Corn Tortillas,051933371248,1562.40,27.90,4.65,0.07,6/66.3 oz,56,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Bakery, Tortillas, Pantry & Baking Supplies, Prepared & Ethnic Foods",598559,https://epallet.com/product/tio-santi-tio-santi-white-corn-tortillas-598559
Prepared & Ethnic Foods,Food,Tio Santi,Tio Santi Tortilla Strips,Tortilla Strips,510933376243,1073.10,35.77,3.97,0.36,9/11 oz,30,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Bakery, Tortillas, Pantry & Baking Supplies, Prepared & Ethnic Foods",598558,https://epallet.com/product/tio-santi-tio-santi-tortilla-strips-598558
Prepared & Ethnic Foods,Food,Tio Santi,Tio Santi Small Flour Tortillas,Small Flour Tortillas,051933344136,1766.80,31.55,2.63,0.12,12/21.9 oz,56,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Bakery, Tortillas, Pantry & Baking Supplies, Prepared & Ethnic Foods",598557,https://epallet.com/product/tio-santi-tio-santi-small-flour-tortillas-598557
Prepared & Ethnic Foods,Food,Tio Santi,Tio Santi Queso Muenster,Queso Muenster,051933357327,9674.28,48.86,4.07,0.41,12/10 oz,198,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Eggs & Dairy, Prepared & Ethnic Foods",598556,https://epallet.com/product/tio-santi-tio-santi-queso-muenster-598556
Prepared & Ethnic Foods,Food,Tio Santi,Tio Santi Queso Fresco,Queso Fresco,051933345447,5405.76,37.54,3.13,0.31,12/10 oz,144,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Eggs & Dairy, Prepared & Ethnic Foods",598555,https://epallet.com/product/tio-santi-tio-santi-queso-fresco-598555
Prepared & Ethnic Foods,Food,Tio Santi,Tio Santi Queso Blanco,Queso Blanco,051933357310,7783.20,43.24,3.60,0.36,12/10 oz,180,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Eggs & Dairy, Prepared & Ethnic Foods",598554,https://epallet.com/product/tio-santi-tio-santi-queso-blanco-598554
Prepared & Ethnic Foods,Food,Tio Santi,Tio Santi Mayonesa,Mayonnaise with lime juice,051933342675,3819.60,42.44,3.54,0.12,12/30 oz,90,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Condiments, Dressings, Spreads, Prepared & Ethnic Foods",598553,https://epallet.com/product/tio-santi-tio-santi-mayonesa-598553
Prepared & Ethnic Foods,Food,Tio Santi,Tio Santi Large Flour Tortillas,Large Flour Tortillas,051933343160,1426.08,29.71,2.48,0.12,12/20 oz,48,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Bakery, Tortillas, Pantry & Baking Supplies, Prepared & Ethnic Foods",598552,https://epallet.com/product/tio-santi-tio-santi-large-flour-tortillas-598552
Prepared & Ethnic Foods,Food,Tio Santi,Tio Santi Corn Masa Flour,Corn Masa Flour,051933375345,1699.20,37.76,3.78,0.05,10/4.4 lb,45,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Bakery, Tortillas, Pantry & Baking Supplies, Prepared & Ethnic Foods",598551,https://epallet.com/product/tio-santi-tio-santi-corn-masa-flour-598551
Prepared & Ethnic Foods,Food,Prego,PREGO PESTO,PREGO PESTO,5100022816,8748.96,33.14,4.14,0.52,8/8 oz,264,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Canned Goods, Prepared & Ethnic Foods",598215,https://epallet.com/product/prego-ep-prego-pesto-598215
Prepared & Ethnic Foods,Food,Harvest Creek,Harvest Creek Lemon Pepper Chickn Pouch,HRVST CRK LEMON PEP CHKN PCH,1972230030,6135.36,18.26,1.52,0.59,12/2.6 oz,336,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Frozen, Meat & Seafood, Prepared & Ethnic Foods",598211,https://epallet.com/product/harvest-creek-ep-harvest-creek-lemon-pepper-chickn-pouch-598211
Prepared & Ethnic Foods,Food,Harvest Creek,Harvest Creek Buffalo Style Chicken Pouch,HRVST CRK BUFF STYL CHKN PCH,1972230040,6135.36,18.26,1.52,0.59,12/2.6 oz,336,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Frozen, Meat & Seafood, Prepared & Ethnic Foods",598210,https://epallet.com/product/harvest-creek-ep-harvest-creek-buffalo-style-chicken-pouch-598210
Prepared & Ethnic Foods,Food,Harvest Creek,Harvest Creek Premium White Chicken Pouch,HRVST CRK PRM WHT CHKN POUCH,1972230010,6205.92,18.47,1.54,0.59,12/2.6 oz,336,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Frozen, Meat & Seafood, Prepared & Ethnic Foods",598208,https://epallet.com/product/harvest-creek-ep-harvest-creek-premium-white-chicken-pouch-598208
Prepared & Ethnic Foods,Food,Idahoan,IDAHOAN FOUR CHEESE MASHED CUP 4PK,ID FOUR CHEESE MASH CUP 4PK,2970034145,1852.80,38.60,6.43,1.07,6/6 oz,48,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Prepared & Ethnic Foods,598206,https://epallet.com/product/idahoan-ep-idahoan-four-cheese-mashed-cup-4pk-598206
Prepared & Ethnic Foods,Food,Idahoan,IDAHOAN BUTTERY HOMESTYLE MASHED CUP 4PK,ID BUTRY HMSTYL MASH CUP 4PK,2970034141,1852.80,38.60,6.43,1.07,6/6 oz,48,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Prepared & Ethnic Foods,598205,https://epallet.com/product/idahoan-ep-idahoan-buttery-homestyle-mashed-cup-4pk-598205
Prepared & Ethnic Foods,Food,Suddenly Salad,Suddenly Salad Classic,SUDD SALAD CLASSIC,65272971002,4131.60,34.43,2.87,0.37,12/7.75 oz,120,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Ingredients, Pantry & Baking Supplies, Prepared & Ethnic Foods, Spices, Seasonings, Sweeteners",598204,https://epallet.com/product/suddenly-salad-ep-suddenly-salad-classic-598204
Prepared & Ethnic Foods,Food,Suddenly Salad,Suddenly Salad Ranch & Bacon,SUDD SALAD RANCH & BACON,65272971003,4131.60,34.43,2.87,0.38,12/7.5 oz,120,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Ingredients, Pantry & Baking Supplies, Prepared & Ethnic Foods, Spices, Seasonings, Sweeteners",598203,https://epallet.com/product/suddenly-salad-ep-suddenly-salad-ranch-bacon-598203
Prepared & Ethnic Foods,Food,Bens,Bens Ready Rice Spanish,Bens Ready Rice Spanish,5480042332,4164.30,33.05,2.75,0.32,12/8.8 oz,126,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Ingredients, Pantry & Baking Supplies, Prepared & Ethnic Foods, Spices, Seasonings, Sweeteners",598178,https://epallet.com/product/bens-ep-bens-ready-rice-spanish-598178
Prepared & Ethnic Foods,Food,La Banderita,"La Banderita 10"" Grande Tortillas, 8ct",LA BAND 10 IN GRANDE TORTLLA,2733110111,1622.88,38.64,3.22,0.16,12/20 oz,42,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Bakery, Tortillas, Pantry & Baking Supplies, Prepared & Ethnic Foods",598152,https://epallet.com/product/la-banderita-ep-la-banderita-10-grande-tortillas-8ct-598152
Prepared & Ethnic Foods,Food,Prego,PREGO ROASTED GARLIC PARMESAN ALFREDO,PREGO ALFREDO ROAST GARLIC,5100021221,4187.40,39.88,3.32,0.23,12/14.5 oz,105,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Canned Goods, Prepared & Ethnic Foods",598148,https://epallet.com/product/prego-ep-prego-roasted-garlic-parmesan-alfredo-598148
Prepared & Ethnic Foods,Food,Idahoan,"IDAHOAN BUTTER & HERB MASHED, POUCH",ID BUTTER & HERB,2970000146,3725.90,19.61,1.63,0.41,12/4 oz,190,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Prepared & Ethnic Foods,598147,https://epallet.com/product/idahoan-ep-idahoan-butter-herb-mashed-pouch-598147
Prepared & Ethnic Foods,Food,Bristol,Bristol Homestyle Luncheon Loaf,HOMESTYLE LUNCHEON LOAF,7506915481,7408.80,37.80,3.15,0.26,12/12 oz,196,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Canned Goods, Prepared & Ethnic Foods",598139,https://epallet.com/product/bristol-ep-bristol-homestyle-luncheon-loaf-598139
Prepared & Ethnic Foods,Food,Portside,Portside Chunk Light Tuna in Oil,Chunk Light Tuna in Oil,051933052604,6450.08,57.59,1.20,0.24,48/5 oz,112,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Canned Goods, Prepared & Ethnic Foods",598096,https://epallet.com/product/portside-portside-chunk-light-tuna-in-oil-598096
Prepared & Ethnic Foods,Food,Dish'd,Dish'd Beef Pasta Skillet Dinner Kit,Beef Pasta Skillet Dinner Kit,051933653429,1468.00,14.68,1.22,0.22,12/5.6 oz,100,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Pantry & Baking Supplies, Prepared & Ethnic Foods",598095,https://epallet.com/product/dishd-dishd-beef-pasta-skillet-dinner-kit-598095
Prepared & Ethnic Foods,Food,Dish'd,Dish'd Double Cheeseburger Mac Skillet Dinner Kit,Double Cheeseburger Mac Skillet Dinner Kit,051933579538,1507.00,15.07,1.26,0.24,12/5.2 oz,100,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Pantry & Baking Supplies, Prepared & Ethnic Foods",598073,https://epallet.com/product/dishd-dishd-double-cheeseburger-mac-skillet-dinner-kit-598073
Prepared & Ethnic Foods,Food,Dish'd,Dish'd Four Cheese Lasagna Skillet Dinner Kit,Four Cheese Lasagna Skillet Dinner Kit,051933579521,1596.00,15.96,1.33,0.24,12/5.5 oz,100,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Pantry & Baking Supplies, Prepared & Ethnic Foods",598072,https://epallet.com/product/dishd-dishd-four-cheese-lasagna-skillet-dinner-kit-598072
Prepared & Ethnic Foods,Food,Dish'd,Dish'd Tuna Cheesy Pasta Skillet Dinner Kit,Tuna Cheesy Pasta Skillet Dinner Kit,051933579514,1540.00,15.40,1.28,0.24,12/5.3 oz,100,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Pantry & Baking Supplies, Prepared & Ethnic Foods",598071,https://epallet.com/product/dishd-dishd-tuna-cheesy-pasta-skillet-dinner-kit-598071
Prepared & Ethnic Foods,Food,Maruchan,MARUCHAN BOWL SPICY CHICKEN,MARUCHAN BOWL SPICY CHICKEN,4178900302,1293.60,9.24,1.54,0.47,6/3.32 oz,140,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Pantry & Baking Supplies, Prepared & Ethnic Foods, Ready to Eat Meals",598070,https://epallet.com/product/maruchan-ep-maruchan-bowl-spicy-chicken-598070
Prepared & Ethnic Foods,Food,Maruchan,MARUCHAN BOWL CHICKEN,MARUCHAN BOWL CHICKEN,4178900301,1293.60,9.24,1.54,0.47,6/3.31 oz,140,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Pantry & Baking Supplies, Prepared & Ethnic Foods, Ready to Eat Meals",598069,https://epallet.com/product/maruchan-ep-maruchan-bowl-chicken-598069
Prepared & Ethnic Foods,Food,Prego,PREGO HOMESTYLE ALFREDO,PREGO HOMESTYLE ALFREDO,5100019759,4187.40,39.88,3.32,0.23,12/14.5 oz,105,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Canned Goods, Prepared & Ethnic Foods",598063,https://epallet.com/product/prego-ep-prego-homestyle-alfredo-598063
Prepared & Ethnic Foods,Food,Idahoan,"IDAHOAN BABY REDS MASHED, POUCH",ID BABY REDS MASHED,2970000138,3220.50,16.95,1.70,0.41,10/4.1 oz,190,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Prepared & Ethnic Foods,598038,https://epallet.com/product/idahoan-ep-idahoan-baby-reds-mashed-pouch-598038
Prepared & Ethnic Foods,Food,Idahoan,"IDAHOAN ROASTED GARLIC POTATOES, POUCH",ID ROASTED GARLIC POTATOES,2970000147,3781.00,19.90,1.66,0.41,12/4 oz,190,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Prepared & Ethnic Foods,598037,https://epallet.com/product/idahoan-ep-idahoan-roasted-garlic-potatoes-pouch-598037
Prepared & Ethnic Foods,Food,Idahoan,"IDAHOAN LOADED BAKED MASHED, POUCH",ID LOADED BAKED MASH,2970000148,3752.50,19.75,1.65,0.41,12/4 oz,190,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Prepared & Ethnic Foods,598036,https://epallet.com/product/idahoan-ep-idahoan-loaded-baked-mashed-pouch-598036
Prepared & Ethnic Foods,Food,Idahoan,"IDAHOAN BUTTERY HOMESTYLE POTATO, POUCH",ID BUTTERY HOMESTYLE POTATO,2970000141,3781.00,19.90,1.66,0.41,12/4 oz,190,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Prepared & Ethnic Foods,598035,https://epallet.com/product/idahoan-ep-idahoan-buttery-homestyle-potato-pouch-598035
Prepared & Ethnic Foods,Food,Idahoan,"IDAHOAN FOUR CHEESE MASHED, POUCH",ID FOUR CHEESE MASH,2970000145,3752.50,19.75,1.65,0.41,12/4 oz,190,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Prepared & Ethnic Foods,598034,https://epallet.com/product/idahoan-ep-idahoan-four-cheese-mashed-pouch-598034
Prepared & Ethnic Foods,Food,Hunt's,Hunt's Spaghetti Sauce w/ Garlic & Herbs,HUNT'S SPAG SCE GRLC & HERB,2700050011,2707.04,24.17,2.01,0.08,12/24 oz,112,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Canned Goods, Prepared & Ethnic Foods",598022,https://epallet.com/product/hunts-ep-hunts-spaghetti-sauce-w-garlic-herbs-598022
Prepared & Ethnic Foods,Food,Knorr,Knorr Spanich Rice Side,KNORR RICE SC SPANISH,4100002268,2364.00,19.70,1.64,0.29,12/5.6 oz,120,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Ingredients, Pantry & Baking Supplies, Prepared & Ethnic Foods, Spices, Seasonings, Sweeteners",598017,https://epallet.com/product/knorr-ep-knorr-spanich-rice-side-598017
Prepared & Ethnic Foods,Food,Knorr,Knorr Chicken Broccoli Rice,KNORR CHICKEN BROCCOLI RICE,4100002263,2358.00,19.65,1.64,0.30,12/5.5 oz,120,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Ingredients, Pantry & Baking Supplies, Prepared & Ethnic Foods, Spices, Seasonings, Sweeteners",598016,https://epallet.com/product/knorr-ep-knorr-chicken-broccoli-rice-598016
Prepared & Ethnic Foods,Food,Knorr,Knorr Chicken Flavored Pasta Side,KNORR PASTA & CHICKEN SAUCE,4100002246,2358.00,19.65,1.64,0.38,12/4.3 oz,120,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Ingredients, Pantry & Baking Supplies, Prepared & Ethnic Foods, Spices, Seasonings, Sweeteners",597996,https://epallet.com/product/knorr-ep-knorr-chicken-flavored-pasta-side-597996
Prepared & Ethnic Foods,Food,Knorr,Knorr Alfredo Pasta Side,KNORR PASTA & ALFREDO SAUCE,4100002253,2358.00,19.65,1.64,0.37,12/4.4 oz,120,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Ingredients, Pantry & Baking Supplies, Prepared & Ethnic Foods, Spices, Seasonings, Sweeteners",597995,https://epallet.com/product/knorr-ep-knorr-alfredo-pasta-side-597995
Prepared & Ethnic Foods,Food,Knorr,Knorr Cheddar Broccoli Rice Side,KNORR RICE & CHEDDR BROC,4100002278,2340.00,19.50,1.62,0.28,12/5.7 oz,120,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Ingredients, Pantry & Baking Supplies, Prepared & Ethnic Foods, Spices, Seasonings, Sweeteners",597994,https://epallet.com/product/knorr-ep-knorr-cheddar-broccoli-rice-side-597994
Prepared & Ethnic Foods,Food,Knorr,Knorr Chicken Flavored Rice Side,KNORR RICE SC CHICKEN,4100002266,2358.00,19.65,1.64,0.29,12/5.6 oz,120,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Ingredients, Pantry & Baking Supplies, Prepared & Ethnic Foods, Spices, Seasonings, Sweeteners",597993,https://epallet.com/product/knorr-ep-knorr-chicken-flavored-rice-side-597993
Prepared & Ethnic Foods,Food,Dish'd,Dish'd Ultimate Cheeseburger Skillet Dinner Kit,Ultimate Cheeseburger Skillet Dinner Kit,051933339590,3036.48,31.63,2.64,0.21,12/12.8 oz,96,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Pantry & Baking Supplies, Prepared & Ethnic Foods",597987,https://epallet.com/product/dishd-dishd-ultimate-cheeseburger-skillet-dinner-kit-597987
Prepared & Ethnic Foods,Food,Ortega,"ORTEGA TACO DINNER KIT, 12 SHELLS",ORTEGA TACO DINNER KIT 6 CT,4150151946,2147.40,23.86,3.98,0.45,6/8.9 oz,90,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Prepared & Ethnic Foods,597970,https://epallet.com/product/ortega-ep-ortega-taco-dinner-kit-12-shells-597970
Prepared & Ethnic Foods,Food,Ortega,"ORTEGA YELLOW CORN TACO SHELLS, 12CT",ORTEGA YELLOW TACO SHELL 6CT,4150151945,2073.60,15.36,2.56,0.52,6/4.9 oz,135,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail",Prepared & Ethnic Foods,597969,https://epallet.com/product/ortega-ep-ortega-yellow-corn-taco-shells-12ct-597969
Prepared & Ethnic Foods,Food,La Banderita,La Banderita 80ct White Corn Tortillas,LA BANDERITA 80CT TORTILLA,2733100038,1798.16,32.11,5.35,0.08,6/66.3 oz,56,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Bakery, Tortillas, Pantry & Baking Supplies, Prepared & Ethnic Foods",597964,https://epallet.com/product/la-banderita-ep-la-banderita-80ct-white-corn-tortillas-597964
Prepared & Ethnic Foods,Food,La Banderita,"La Banderita 6"" Flour Tortillas, 20ct","LA BANDERITA 6"" FLR TRT 20CT",2733100032,2212.56,39.51,3.29,0.15,12/22.5 oz,56,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Bakery, Tortillas, Pantry & Baking Supplies, Prepared & Ethnic Foods",597960,https://epallet.com/product/la-banderita-ep-la-banderita-6-flour-tortillas-20ct-597960
Prepared & Ethnic Foods,Food,La Banderita,"La Banderita 8"" Flour Tortillas, 10ct","LA BANDERITA 8"" FLOUR TORT",2733100033,2726.40,34.08,2.84,0.18,12/16 oz,80,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Bakery, Tortillas, Pantry & Baking Supplies, Prepared & Ethnic Foods",597959,https://epallet.com/product/la-banderita-ep-la-banderita-8-flour-tortillas-10ct-597959
Prepared & Ethnic Foods,Food,La Banderita,"La Banderita White Corn Tortillas 6"", 30ct","CORN TORT 6"" LA BAND 30 CT",2733100060,2064.24,28.67,2.39,0.10,12/24.9 oz,72,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Bakery, Tortillas, Pantry & Baking Supplies, Prepared & Ethnic Foods",597958,https://epallet.com/product/la-banderita-ep-la-banderita-white-corn-tortillas-6-30ct-597958
Prepared & Ethnic Foods,Food,Morning Delight,Morning Delight Biscuit & Sausage Gravy Breakfast Bowl,Biscuit & Sausage Gravy Breakfast Bowl,051933376380,2898.60,48.31,3.02,0.43,16/7 oz,60,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Condiments, Dressings, Spreads, Frozen, Prepared & Ethnic Foods, Ready to Eat Meals",597953,https://epallet.com/product/morning-delight-morning-delight-biscuit-sausage-gravy-breakfast-bowl-597953
Prepared & Ethnic Foods,Food,Mantia's,Mantia's Garlic Bread,Garlic Bread,051933375338,2024.64,28.12,2.34,0.15,12/16 oz,72,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Bakery, Tortillas, Frozen, Prepared & Ethnic Foods",597948,https://epallet.com/product/mantias-mantias-garlic-bread-597948
Prepared & Ethnic Foods,Food,Mantia's,Mantia's Garlic Bread Sticks,Garlic Bread Sticks,051933375321,2487.20,31.09,2.59,0.25,12/10.5 oz,80,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Bakery, Tortillas, Frozen, Prepared & Ethnic Foods",597947,https://epallet.com/product/mantias-mantias-garlic-bread-sticks-597947
Prepared & Ethnic Foods,Food,Mantia's,Mantia's Garlic Texas Toast,Garlic Texas Toast,051933375314,2157.44,33.71,2.81,0.25,12/11.25 oz,64,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Bakery, Tortillas, Frozen, Prepared & Ethnic Foods",597946,https://epallet.com/product/mantias-mantias-garlic-texas-toast-597946
Prepared & Ethnic Foods,Food,Mantia's,Mantia's Five Cheese Texas Toast,Five Cheese Texas Toast,051933375291,2633.60,41.15,3.43,0.25,12/13.5 oz,64,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Bakery, Tortillas, Frozen, Prepared & Ethnic Foods",597945,https://epallet.com/product/mantias-mantias-five-cheese-texas-toast-597945
Prepared & Ethnic Foods,Food,Tio Santi,Tio Santi White Corn Tortillas,White Corn Tortillas,051933371262,1852.00,23.15,1.93,0.08,12/24.9 oz,80,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Bakery, Tortillas, Pantry & Baking Supplies, Prepared & Ethnic Foods",597923,https://epallet.com/product/tio-santi-tio-santi-white-corn-tortillas-597923
Prepared & Ethnic Foods,Food,Dish'd,Dish'd Chicken Stuffing Mix,Chicken Stuffing Mix,051933657243,1764.48,18.38,1.53,0.26,12/6 oz,96,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Pantry & Baking Supplies, Prepared & Ethnic Foods",597909,https://epallet.com/product/dishd-dishd-chicken-stuffing-mix-597909
Prepared & Ethnic Foods,Food,Morning Delight,Morning Delight Cinnamon French Toast Sticks,Cinnamon French Toast Sticks,051933368866,2187.50,43.75,3.65,0.23,12/16 oz,50,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Condiments, Dressings, Spreads, Frozen, Prepared & Ethnic Foods, Ready to Eat Meals",597906,https://epallet.com/product/morning-delight-morning-delight-cinnamon-french-toast-sticks-597906
Prepared & Ethnic Foods,Food,Morning Delight,Morning Delight Original French Toast Sticks,Original French Toast Sticks,051933368842,2191.00,43.82,3.65,0.23,12/16 oz,50,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Condiments, Dressings, Spreads, Frozen, Prepared & Ethnic Foods, Ready to Eat Meals",597905,https://epallet.com/product/morning-delight-morning-delight-original-french-toast-sticks-597905
Prepared & Ethnic Foods,Food,Morning Delight,Morning Delight Buttermilk Pancakes,Buttermilk Pancakes,051933368774,2519.68,39.37,4.37,0.13,9/33 oz,64,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Condiments, Dressings, Spreads, Frozen, Prepared & Ethnic Foods, Ready to Eat Meals",597903,https://epallet.com/product/morning-delight-morning-delight-buttermilk-pancakes-597903
Prepared & Ethnic Foods,Food,Morning Delight,Morning Delight Blueberry Waffles,Blueberry Waffles,051933368743,1954.56,30.54,2.54,0.21,12/12.3 oz,64,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Condiments, Dressings, Spreads, Frozen, Prepared & Ethnic Foods, Ready to Eat Meals",597902,https://epallet.com/product/morning-delight-morning-delight-blueberry-waffles-597902
Prepared & Ethnic Foods,Food,Morning Delight,Morning Delight Homestyle Waffles,Homestyle Waffles,051933368736,1939.84,30.31,2.53,0.21,12/12.3 oz,64,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Condiments, Dressings, Spreads, Frozen, Prepared & Ethnic Foods, Ready to Eat Meals",597901,https://epallet.com/product/morning-delight-morning-delight-homestyle-waffles-597901
Prepared & Ethnic Foods,Food,Morning Delight,"Morning Delight Sausage, Egg & Cheese Croissants","Sausage, Egg & Cheese Croissants",051933367982,6230.16,86.53,7.21,0.40,12/18 oz,72,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Condiments, Dressings, Spreads, Frozen, Prepared & Ethnic Foods, Ready to Eat Meals",597899,https://epallet.com/product/morning-delight-morning-delight-sausage-egg-cheese-croissants-597899
Prepared & Ethnic Foods,Food,Portside,Portside Fat Free Tuna Salad Snack Kit,Fat Free Tuna Salad Snack Kit,051933362536,4618.24,18.04,1.50,0.52,12/2.9 oz,256,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Frozen, Meat & Seafood, Prepared & Ethnic Foods",597869,https://epallet.com/product/portside-portside-fat-free-tuna-salad-snack-kit-597869
Prepared & Ethnic Foods,Food,Portside,Portside Tuna Salad Snack Kit,Tuna Salad Snack Kit,051933362512,4940.80,19.30,1.61,0.55,12/2.9 oz,256,21,1,Yes,Yes,No,"Non-Profit / Emergency Relief, Retail","Frozen, Meat & Seafood, Prepared & Ethnic Foods",597868,https://epallet.com/product/portside-portside-tuna-salad-snack-kit-597868
